"연도","고객번호","기업체명","원장번호","개인법인사업자구분명","보증잔액","직위재구분","상시직원수","통합통계거래상대처은행","신용평가등급"
2018-12-31,070796386,가리미농산,TBG201301112,개인사업자,129600000,직접,3,KEB하나은행,KR8
2018-12-31,075641452,(주)에크류,TAH201800046,법인사업자,184000000,직접,5,우리은행,KR2
2018-12-31,060138763,주신기업(주),TLC201600005,법인사업자,108000000,직접,39,중소기업은행,KR8
2018-12-31,004872658,우림물산,TJC201300001,개인사업자,16000000,직접,3,농업협동조합,KR10
2018-12-31,035364753,(주)동진건설,TMK201200006,법인사업자,20000000,직접,5,농업협동조합,KR7
2018-12-31,072905191,상인연합정형외과의원,KPB201500020,개인사업자,180000000,직접,0,KEB하나은행,KR7
2018-12-31,075260095,(주)엠아이케이엔지니어링,THG201701011,법인사업자,300000000,직접,8,중소기업은행,KR9
2018-12-31,074244643,신원산업,TQL201600685,개인사업자,80000000,직접,1,기타,KR12
2018-12-31,069094950,케이에스세라믹,TAD201200115,개인사업자,35700000,직접,1,국민은행,KR10
2018-12-31,074777806,동양CNP,QAC201700720,개인사업자,49500000,직접,0,중소기업은행,KR8
2018-12-31,075030351,문도산업,THO201701039,개인사업자,90000000,직접,2,중소기업은행,KR12
2018-12-31,072207828,동부환경,TNF201400475,개인사업자,85000000,직접,2,전북은행,KR7
2018-12-31,076471838,(주)라온재이,TAF201800917,법인사업자,99000000,직접,2,우리은행,KR9
2018-12-31,075373979,(주)대호,TJA201700455,법인사업자,187000000,직접,27,KEB하나은행,KR5
2018-12-31,074486443,오토탑타이어(TP활천점),TQJ201800135,개인사업자,90000000,직접,1,KEB하나은행,KR7
2018-12-31,072968358,도경이엔지,THA201500538,개인사업자,80000000,직접,0,중소기업은행,KR14
2018-12-31,073047854,(주)정인건설,TOG201800332,법인사업자,243000000,직접,0,농업협동조합,KR9
2018-12-31,072670811,(주)쌍용자동차충주정비센터,TLB201500029,법인사업자,180000000,직접,1,신한은행,KR10
2018-12-31,064659183,은성중고자동차매매상사,TPH200900744,개인사업자,24300000,직접,1,대구은행,KR11
2018-12-31,046952400,(주)초록살림,TOF201400351,법인사업자,22400000,직접,1,광주은행,KR13
2018-12-31,072181591,가온수산,TCE201500340,개인사업자,40500000,직접,0,우리은행,KR12
2018-12-31,073344861,지원유통,THW201500420,개인사업자,59500000,직접,0,국민은행,KR7
2018-12-31,000789800,(주)대영금속,TPI201600074,법인사업자,940000000,직접,49,KEB하나은행,KR8
2018-12-31,072932096,"더블루제주,라스지오르",TRB201700045,개인사업자,95000000,직접,5,우리은행,KR10
2018-12-31,073356846,(주)월드오브게임,TNC201600354,법인사업자,100000000,직접,4,중소기업은행,KR12
2018-12-31,074616996,(주)용아,TAI201700177,법인사업자,270000000,직접,3,중소기업은행,KR4
2018-12-31,074371684,메이크굿(MAKE GOOD)(동업),TAF201601440,개인사업자,63000000,직접,3,국민은행,KR12
2018-12-31,074641194,세원식품,THI201700189,개인사업자,29600000,위탁,0,중소기업은행,
2018-12-31,074440971,(주)아이크린프러스,TAF201700651,법인사업자,54000000,직접,5,신한은행,KR10
2018-12-31,076249086,(주)넥스트인젠,TOF201800136,법인사업자,100000000,직접,0,중소기업은행,KR12
2018-12-31,065053283,에스씨엠,TPD201400181,개인사업자,90000000,직접,1,농업협동조합,KR9
2018-12-31,074979866,(주)한빛글로벌,JAN201700008,법인사업자,25000000,직접,0,중소기업진흥공단,KR15
2018-12-31,060679439,(주)에프엠텍스코리아,TAM201601285,법인사업자,360000000,직접,4,KEB하나은행,KR14
2018-12-31,046875163,(주)여수유통,TOD201800102,법인사업자,378000000,직접,7,중소기업은행,KR9
2018-12-31,070588390,(주)스피드모터스,TOA201300165,법인사업자,170000000,직접,1,국민은행,KR12
2018-12-31,074382165,(주)에스엠지티,TAH201800753,법인사업자,720000000,직접,13,중소기업은행,KR7
2018-12-31,067180510,마이허브티,TAP201301501,개인사업자,32000000,직접,3,중소기업은행,KR5
2018-12-31,005243875,(주)경림디엔씨,TAN200800389,법인사업자,102000000,직접,16,수협중앙회,KR10
2018-12-31,000413587,예공방,THT201300657,개인사업자,102400000,직접,7,우리은행,KR6
2018-12-31,046819352,(주)건강한바다,TOG201500589,법인사업자,73100000,직접,12,광주은행,KR10
2018-12-31,074320761,(주)대림종합주류,THN201600869,법인사업자,135000000,직접,12,한국스탠다드차타드,KR5
2018-12-31,004589307,대영베어링(주),TPD201600054,법인사업자,612000000,직접,16,중소기업은행,KR8
2018-12-31,075369271,우주전기,TBA201800552,개인사업자,85000000,직접,5,경남은행,KR5
2018-12-31,021438567,신광유통,TRA201200724,개인사업자,32400000,직접,1,농업협동조합,KR9
2018-12-31,076361647,연의원,TAO201800354,개인사업자,100000000,직접,4,중소기업은행,KR8
2018-12-31,060919623,(주)정우베스트,THU201700647,법인사업자,85000000,직접,11,중소기업은행,KR9
2018-12-31,070785766,대명,TIB201400215,개인사업자,30564005,직접,7,국민은행,KR7
2018-12-31,075945750,(주)시크릿,THO201800517,법인사업자,42500000,직접,1,중소기업은행,KR1
2018-12-31,005257793,해성에프엔이,TBH200900430,개인사업자,56000000,직접,15,부산은행,KR11
2018-12-31,071502922,시트미,TMB201800913,개인사업자,10800000,직접,0,중소기업은행,KR15
2018-12-31,075802424,(주)시원컴퍼니,TPB201800014,법인사업자,30000000,직접,4,농업협동조합,KR9
2018-12-31,075950017,(주)애틱팹,TIR201800167,법인사업자,142500000,직접,9,중소기업은행,KR10
2018-12-31,074215520,(주)더블유피,TOD201800259,법인사업자,1118700000,직접,10,신한은행,KR8
2018-12-31,062982687,(주)삼호에스엔씨,TBA201300893,법인사업자,173272500,직접,12,우리은행,KR6
2018-12-31,073532466,다이렉트로합동법무사사무소(동업),TAZ201600080,개인사업자,144000000,직접,16,신한은행,KR4
2018-12-31,069166998,(주)보우테크,TAP201501013,법인사업자,297000000,직접,23,중소기업은행,KR6
2018-12-31,025437797,(주)고려무역,THO201601326,법인사업자,123169896,직접,8,중소기업은행,KR5
2018-12-31,031013781,(주)라크인더스트리,TPP201500276,법인사업자,115650000,직접,45,신한은행,KR9
2018-12-31,073804194,사랑영농조합법인(기타),TOG201700316,법인사업자,180000000,직접,2,비엔피파리바은행,KR10
2018-12-31,071311537,(주)지엠에스바이오,TAF201300976,법인사업자,900000000,직접,14,국민은행,KR14
2018-12-31,074689017,현대종합공구(주),TQB201800027,법인사업자,180000000,직접,5,경남은행,KR4
2018-12-31,006461410,라온와이어컷팅,TIE201200351,개인사업자,38250000,직접,2,농업협동조합,KR5
2018-12-31,034740569,(주)서림산기제1공장,TQA201800919,법인사업자,494000000,직접,15,경남은행,KR13
2018-12-31,062670876,대륙산업,TPF200901279,개인사업자,59500000,직접,6,우리은행,KR8
2018-12-31,073567583,에스테크,TLC201600074,개인사업자,76925000,직접,5,한국씨티은행,KR7
2018-12-31,061591626,민영상사(동업),THY201800409,개인사업자,54000000,직접,37,우리은행,KR3
2018-12-31,064940656,(주)유니온씨푸드,TCE201600223,법인사업자,382500000,직접,6,KEB하나은행,KR7
2018-12-31,018195127,광일토건환경(주),TIG201400708,법인사업자,21427108,직접,25,국민은행,KR4
2018-12-31,074918597,"(주)아이벨(Aibel Co.,Ltd)",TAN201700433,법인사업자,180000000,직접,2,신한은행,KR7
2018-12-31,073750413,환영(주),TPJ201600335,법인사업자,270000000,직접,3,국민은행,KR13
2018-12-31,073236788,(주)네오테크,TIG201700412,법인사업자,225000000,직접,28,우리은행,KR6
2018-12-31,070961328,다온애드컴,DPB201390114,개인사업자,2000000,수탁(청년재단),0,중소기업은행,
2018-12-31,070557172,메트로시티주유소,TPH201400090,개인사업자,218700000,직접,0,대구은행,KR7
2018-12-31,075767174,(주)이다플러스,TCD201800124,법인사업자,90000000,직접,2,신한은행,KR4
2018-12-31,005608973,굿모닝병원(동업),TPA201801420,개인사업자,360000000,직접,194,국민은행,KR7
2018-12-31,076256998,(주)나이비,TAT201800416,법인사업자,200000000,직접,1,중소기업은행,KR11
2018-12-31,069063619,주경푸드,TAQ201200101,개인사업자,38000000,직접,0,중소기업은행,KR12
2018-12-31,059827483,글담커뮤니케이션,TIA200600113,개인사업자,39950000,직접,3,우리은행,KR7
2018-12-31,075380072,성신연마(주),THK201700906,법인사업자,255000000,직접,10,중소기업은행,KR7
2018-12-31,046311300,(주)대경정비,TPD200901191,법인사업자,53600000,직접,28,국민은행,KR9
2018-12-31,067108246,중원철강(주),TOI201500651,법인사업자,15300000,직접,0,국민은행,KR10
2018-12-31,063598669,(주)신천물류,TME201800370,법인사업자,76500000,직접,3,국민은행,KR7
2018-12-31,061189601,(유한)디에이치,TOG201700235,법인사업자,255000000,직접,52,신한은행,KR8
2018-12-31,061603365,둘리식품,THL201501156,개인사업자,35280000,직접,2,국민은행,KR13
2018-12-31,017063331,대구유통슈퍼마트대곡점,TPD201800441,개인사업자,6000000,직접,12,기타,KR3
2018-12-31,046962270,새나라운수,TOJ200500498,개인사업자,12800000,직접,1,농업협동조합,KR10
2018-12-31,076034084,(주)와이비테크,TIC201800222,법인사업자,54000000,직접,3,신한은행,KR9
2018-12-31,020189435,동아프리엘,THD201400903,개인사업자,99000000,직접,2,중소기업은행,KR8
2018-12-31,046432577,에이블엔지니어링,THJ200901099,개인사업자,12400000,직접,1,국민은행,KR7
2018-12-31,070378348,기아자동차대가야대리점,TPD201201318,개인사업자,30600000,직접,0,대구은행,KR10
2018-12-31,060203494,(주)우리인터싸이드,THD201600018,법인사업자,840000000,직접,16,광주은행,KR14
2018-12-31,068480714,(주)세니스튜디오,THU201700878,법인사업자,76500000,직접,7,신한은행,KR12
2018-12-31,075228707,(주)일진에스지엔,TLB201700413,법인사업자,300000000,직접,7,신한은행,KR9
2018-12-31,008137975,명진양행,THI201800732,개인사업자,8640000,직접,3,국민은행,KR10
2018-12-31,074932942,대도섬유,TAH201700545,개인사업자,84600000,직접,2,우리은행,KR8
2018-12-31,003251474,대진주름사,TAU201200178,개인사업자,10200000,직접,3,국민은행,KR13
2018-12-31,000479518,삼진기업(주),TOI201800038,법인사업자,255000000,직접,217,우리은행,KR6
2018-12-31,066482594,대성팩키지,TIC201300258,개인사업자,88416000,직접,10,중소기업은행,KR6
2018-12-31,033510923,효원제책사,TBG201100394,개인사업자,68000000,직접,6,국민은행,KR7
2018-12-31,070624335,한국뉴메틱,TBG201300286,개인사업자,24480000,직접,0,KEB하나은행,KR7
2018-12-31,006700948,(주)부성화학,TIS201600025,법인사업자,260000000,직접,19,기타,KR7
2018-12-31,061769432,리더스손해사정(주),TBA201801197,법인사업자,243000000,직접,240,부산은행,KR8
2018-12-31,074600012,라온테크,TIE201700184,개인사업자,90000000,직접,0,우리은행,KR8
2018-12-31,072152164,바다물산(동업),TBA201700438,개인사업자,79050000,직접,1,KEB하나은행,KR7
2018-12-31,075453006,태성,THV201800382,개인사업자,297000000,직접,1,신한은행,KR9
2018-12-31,068108478,상민(주),TIA201100751,법인사업자,85000000,직접,2,국민은행,KR12
2018-12-31,042529617,선인통신(주),TQI201600477,법인사업자,28800000,직접,9,경남은행,KR15
2018-12-31,073277802,(주)스탠다드이엔지,TBA201501101,법인사업자,68850000,직접,8,중소기업은행,KR8
2018-12-31,076495746,크린토피아군포당정지사,TIB201800547,개인사업자,153000000,직접,16,중소기업은행,KR9
2018-12-31,072717703,(주)이대공,KPB201600076,법인사업자,247500000,직접,2,우리은행,KR15
2018-12-31,074183843,(주)서인엘앤씨,THW201800422,법인사업자,495000000,직접,12,신한은행,KR6
2018-12-31,066089010,"(주)씨티네트웍스(ctnetworks Co.,Ltd)",TMK201400094,법인사업자,162000000,직접,43,우리은행,KR14
2018-12-31,069057162,(주)하이센스,TML201800229,법인사업자,216000000,직접,10,KEB하나은행,KR9
2018-12-31,070819768,에이티코리아(주),TQI201600948,법인사업자,200000000,직접,5,우리은행,KR7
2018-12-31,040168465,(주)시행건설,TBF201600856,법인사업자,288000000,직접,12,국민은행,KR8
2018-12-31,075275909,길화소재(주),TLB201800076,법인사업자,100000000,직접,3,신한은행,KR7
2018-12-31,063509687,(주)솔연,THW201600341,법인사업자,307200000,직접,11,신한은행,KR10
2018-12-31,046270632,(주)토이트론,TAV201401125,법인사업자,367200000,직접,55,농업협동조합,KR8
2018-12-31,075049724,서진측량설계사,TLA201700538,개인사업자,60000000,직접,2,농업협동조합,KR7
2018-12-31,076177983,삼원푸드,TAM201800710,개인사업자,90000000,직접,1,중소기업은행,KR10
2018-12-31,071224789,전진산업,THT201500594,개인사업자,76500000,직접,1,농업협동조합,KR8
2018-12-31,064308104,동일수산,TRB201300130,개인사업자,68000000,직접,1,수협중앙회,KR9
2018-12-31,026694762,영천기공,TQA201600996,개인사업자,45360000,직접,13,중소기업은행,KR7
2018-12-31,000661177,우일산업,THQ201700013,개인사업자,191250000,직접,17,국민은행,KR6
2018-12-31,065952805,(주)대원세라믹스,THU201300107,법인사업자,195500000,직접,19,중소기업은행,KR7
2018-12-31,072127746,(유한)동부기술,TNA201800365,법인사업자,572220000,직접,2,신한은행,KR7
2018-12-31,073573946,(주)구해바,TAW201600330,법인사업자,199778321,직접,1,국민은행,KR12
2018-12-31,068270131,(주)코리아피팅,TML201800282,법인사업자,255000000,직접,3,중소기업은행,KR10
2018-12-31,072598087,기아동해부품대리점,TJB201800127,개인사업자,99000000,직접,4,신한은행,KR10
2018-12-31,073212029,참조은신내과,TNF201500499,개인사업자,100000000,직접,4,전북은행,KR7
2018-12-31,069422836,뉴골드양어사료,TPH201400447,개인사업자,36000000,직접,1,한국스탠다드차타드,KR6
2018-12-31,045537114,원미디어,THN201400535,개인사업자,37600000,직접,4,중소기업은행,KR13
2018-12-31,076281743,(주)플레이코딩아카데미,TAO201800341,법인사업자,380000000,직접,6,국민은행,KR8
2018-12-31,000795768,신창사,TBG201300100,개인사업자,54400000,직접,1,국민은행,KR5
2018-12-31,065518692,대승특수,TND201100035,개인사업자,22950000,직접,0,국민은행,KR6
2018-12-31,074025370,참진공,TPD201600860,개인사업자,199800000,직접,3,대구은행,KR13
2018-12-31,005202052,세진포장,TIA201700226,개인사업자,73950000,직접,5,중소기업은행,KR8
2018-12-31,060417280,(주)제주랩테크,TRA201600546,법인사업자,45000000,직접,5,기타,KR5
2018-12-31,068231154,이노하이,TAI201300189,개인사업자,36000000,직접,0,중소기업은행,KR12
2018-12-31,061954438,성동산업,TAP201300387,개인사업자,68000000,직접,6,국민은행,KR12
2018-12-31,075376727,광림도장,TLA201700743,개인사업자,270000000,직접,13,국민은행,KR4
2018-12-31,076046205,에스디스피드(주),TCE201800225,법인사업자,117000000,직접,5,신한은행,KR9
2018-12-31,060713544,(주)디자인포유,TOA201200415,법인사업자,40000000,직접,4,광주은행,KR12
2018-12-31,017578664,원강산업,TLD201700142,개인사업자,30000000,직접,0,기타,KR7
2018-12-31,059815738,(주)아이앤아이통상,TAN201200023,법인사업자,151300000,직접,2,신한은행,KR14
2018-12-31,044634296,삼성포장(주),TPI201600286,법인사업자,176000000,직접,84,경남은행,KR5
2018-12-31,004354752,영해산업,TOD201700247,개인사업자,344250000,직접,4,중소기업은행,KR13
2018-12-31,046371379,초원문고,TOE201101027,개인사업자,168750000,직접,25,광주은행,KR6
2018-12-31,046394453,(주)카프트레이딩,TAL201601881,법인사업자,195840000,직접,8,국민은행,KR9
2018-12-31,003841130,(주)대륙스틸,TBK201600687,법인사업자,200000000,직접,20,기타,KR9
2018-12-31,073904968,(주)메가덴탈,TAP201600818,법인사업자,267300000,직접,4,국민은행,KR6
2018-12-31,004666152,행복주유소,TLC201700311,개인사업자,51000000,직접,1,신한은행,KR7
2018-12-31,069155624,(주)더마켓,TAV201600972,법인사업자,102000000,직접,8,중소기업은행,KR9
2018-12-31,075172138,지인세무회계,TAM201700702,개인사업자,90000000,직접,0,신한은행,KR14
2018-12-31,032718506,코스모아이앤디(주),TLA201800526,법인사업자,200000000,직접,70,한국산업은행,KR6
2018-12-31,041043958,(주)하이본,TOJ201800398,법인사업자,524000000,직접,27,중소기업은행,KR6
2018-12-31,071376514,마켓유,TAP201801301,개인사업자,103700000,직접,8,KEB하나은행,KR8
2018-12-31,005433685,강일약품(주),TJD201700279,법인사업자,29678,직접,15,기타,KR13
2018-12-31,073020664,변호사박선일사무소,TLB201700393,개인사업자,54000000,직접,6,농업협동조합,KR10
2018-12-31,065945359,(의료)호산나의료재단,TBH201800005,법인사업자,136000000,직접,84,KEB하나은행,KR5
2018-12-31,061086681,(주)형음,TLA201600382,법인사업자,304000000,직접,32,KEB하나은행,KR7
2018-12-31,017320812,(주)역삼모터스,TAZ201801189,법인사업자,106250000,직접,13,국민은행,KR9
2018-12-31,069795903,푸른교육,TAQ201200574,개인사업자,18050000,직접,0,국민은행,KR10
2018-12-31,070317684,(주)조이엔쿡코리아,TCD201500650,법인사업자,646000000,직접,12,신한은행,KR7
2018-12-31,069548561,(주)짚원,TQH201201044,법인사업자,193500000,직접,6,우리은행,KR13
2018-12-31,075042132,(주)예람디자인,TBF201700793,법인사업자,32000000,직접,2,농업협동조합,KR6
2018-12-31,074134106,(주)남풍,TPO201600398,법인사업자,100000000,직접,0,농업협동조합,KR12
2018-12-31,004988351,동진건설(주),TJE201800386,법인사업자,375000000,직접,24,신한은행,KR6
2018-12-31,069110407,씨유양구동면점,TJA201200460,개인사업자,90250000,직접,1,농업협동조합,KR10
2018-12-31,075525879,씨아이비전(동업),TPP201700541,개인사업자,288000000,직접,0,중소기업은행,KR9
2018-12-31,071078171,(주)브라우니웍스,TAD201800325,법인사업자,180000000,직접,37,신한은행,KR8
2018-12-31,067024278,린미트,TMH201201265,개인사업자,93500000,직접,5,신한은행,KR6
2018-12-31,021701919,형제타올,TOA201100540,개인사업자,28050000,직접,0,광주은행,KR7
2018-12-31,071637842,케이제이(KJ)수출포장,TPD201600825,개인사업자,199750000,직접,7,대구은행,KR9
2018-12-31,075071886,진성수출포장,TBK201700485,개인사업자,50000000,직접,2,신한은행,KR12
2018-12-31,061093962,도시그룹김광수종합건축사사무소,TJE201500393,개인사업자,76500000,직접,5,농업협동조합,KR7
2018-12-31,073838429,(주)에스지플랜트,TQI201800071,법인사업자,270000000,직접,2,경남은행,KR4
2018-12-31,004111720,서일캐스팅(주),TBA201701387,법인사업자,900000000,직접,57,중소기업은행,KR6
2018-12-31,046289319,명성정밀,THO201500976,개인사업자,76500000,직접,1,국민은행,KR8
2018-12-31,075738080,티에스메탈(주),TAF201800150,법인사업자,297000000,직접,2,중소기업은행,KR8
2018-12-31,065216208,샤론일렉콤(주),TIE201800278,법인사업자,810000000,직접,41,중소기업은행,KR8
2018-12-31,066977025,황선웅법무사사무소,TAI201300150,개인사업자,81000000,직접,4,국민은행,KR7
2018-12-31,033937399,(주)삼원알텍,THK201300319,법인사업자,387000000,직접,68,중소기업은행,KR9
2018-12-31,064839181,(주)창영조경,TAF201100855,법인사업자,187850000,직접,2,국민은행,KR6
2018-12-31,005107539,우남상사,TIG201600403,개인사업자,168300000,직접,12,우리은행,KR10
2018-12-31,069623509,(주)제네바,TAN201200561,법인사업자,50000000,직접,2,국민은행,KR14
2018-12-31,070357631,(주)대건중전기,TLD201800098,법인사업자,80000000,직접,0,KEB하나은행,KR6
2018-12-31,076576500,(주)성공물류,TQI201800828,법인사업자,675000000,직접,17,경남은행,KR7
2018-12-31,075837596,대성콤텍,THV201800404,개인사업자,25600000,위탁,0,중소기업은행,
2018-12-31,061197664,엔티씨,TBH201400628,개인사업자,152000000,직접,13,중소기업은행,KR11
2018-12-31,073117263,에스에이피코리아(동업),TIH201600070,개인사업자,130500000,직접,1,중소기업은행,KR6
2018-12-31,073976307,오성테크,TPJ201601048,개인사업자,81000000,직접,9,중소기업은행,KR10
2018-12-31,074019072,(주)루틴코리아,TAD201800307,법인사업자,300000000,직접,5,중소기업은행,KR4
2018-12-31,072896051,(주)송천약품,TOI201600398,법인사업자,15000000,직접,0,기타,KR7
2018-12-31,071471710,스마일즈바이크삼천리자전거관평점,TME201301390,개인사업자,57000000,직접,0,KEB하나은행,KR8
2018-12-31,072989191,(주)영우티피,TML201500106,법인사업자,27000000,직접,8,국민은행,KR13
2018-12-31,073648334,한울자동차정비공업사,TMK201800049,개인사업자,243000000,직접,15,농업협동조합,KR4
2018-12-31,063747915,특률사관학원,TNA200900300,개인사업자,27200000,직접,12,국민은행,KR13
2018-12-31,074891520,BS테크,TIZ201800303,개인사업자,270000000,직접,5,KEB하나은행,KR10
2018-12-31,060027777,천명텍스,TPN201600107,개인사업자,34000000,직접,29,국민은행,KR11
2018-12-31,069457733,동진테크,TQA201800383,개인사업자,42500000,직접,8,신한은행,KR7
2018-12-31,061302080,(주)성창엔지니어링,THA201600438,법인사업자,242250000,직접,6,KEB하나은행,KR6
2018-12-31,061610688,(주)엠베이스,TJE201800352,법인사업자,170000000,직접,10,중소기업은행,KR6
2018-12-31,034373075,삼다종합악기,TRA201400092,개인사업자,10200000,직접,0,중소기업은행,KR10
2018-12-31,064624422,BIS TECH,TRA201300838,개인사업자,45000000,직접,0,중소기업은행,KR11
2018-12-31,065767883,스타일랜드,TIS201800038,개인사업자,17782000,직접,4,중소기업은행,KR12
2018-12-31,070739660,(주)서진토목엔지니어링,DPB201390082,법인사업자,95000000,수탁(청년재단),17,우리은행,
2018-12-31,075842219,제이케이(J.K)모터스,TAL201800330,개인사업자,100000000,직접,0,중소기업은행,KR10
2018-12-31,066797823,고림카센타,TIG201800680,개인사업자,25500000,직접,2,중소기업은행,KR13
2018-12-31,073493055,에프엔디(조합),TOB201800012,법인사업자,200000000,직접,3,국민은행,KR8
2018-12-31,063840579,양지셀프주유소(동업),TPK201600393,개인사업자,340000000,직접,1,KEB하나은행,KR5
2018-12-31,071995335,(주)클린포트,THO201601347,법인사업자,68850000,직접,21,국민은행,KR5
2018-12-31,075474454,(주)디자인제이,TPQ201800112,법인사업자,180000000,직접,5,중소기업은행,KR7
2018-12-31,004149860,(주)피디티,THV201700209,법인사업자,520000000,직접,145,KEB하나은행,KR6
2018-12-31,074321621,한국케이엘티(주),TPQ201800273,법인사업자,675000000,직접,22,중소기업은행,KR6
2018-12-31,066568104,고원도한의원,TQH201000854,개인사업자,80000000,직접,0,국민은행,KR7
2018-12-31,076250020,엠앤에스텍스,TAP201801132,개인사업자,90000000,직접,0,우리은행,KR11
2018-12-31,005062357,유성정밀기계,TPO201500205,개인사업자,80000000,위탁,5,중소기업은행,KR4
2018-12-31,070093034,자스코,TOD201200488,개인사업자,44200000,직접,0,우리은행,KR7
2018-12-31,070786396,해민유통,TPF201300441,개인사업자,84150000,직접,1,중소기업은행,KR8
2018-12-31,061776616,(유한)그린종합식품,TND201600683,법인사업자,10000000,직접,8,기타,KR7
2018-12-31,044509460,현대글로비스ST최은상,TMF201300572,개인사업자,7200000,직접,0,신한은행,KR12
2018-12-31,069279982,(주)다래,TIK201600198,법인사업자,96000000,직접,0,중소기업은행,KR10
2018-12-31,045158865,서경가스,TQD201600408,개인사업자,15200000,직접,2,국민은행,KR5
2018-12-31,071931098,우진무역(동업),TPD201800502,개인사업자,180000000,직접,4,대구은행,KR10
2018-12-31,005014130,중앙악기백화점,TJD201400317,개인사업자,34000000,직접,0,신한은행,KR10
2018-12-31,046972215,(주)부용물류,TBH201200609,법인사업자,108000000,직접,16,부산은행,KR5
2018-12-31,060486088,JTCNC,TME201801303,개인사업자,157250000,직접,1,국민은행,KR11
2018-12-31,074819081,(주)봉화산푸드,TJE201700216,법인사업자,90000000,직접,13,신한은행,KR7
2018-12-31,007652037,(주)대산이앤지,THY201701093,법인사업자,456800000,직접,18,중소기업은행,KR13
2018-12-31,068295491,대원중기,TQD201100742,개인사업자,25175000,직접,0,경남은행,KR10
2018-12-31,070850808,영농조합법인한라산청정촌(기타),TRB201400294,법인사업자,45000000,직접,0,농업협동조합,KR10
2018-12-31,037261922,부영자원(주),TLE201500142,법인사업자,448000000,직접,10,중소기업은행,KR10
2018-12-31,071964298,하늘플라워(강남점),THT201400384,개인사업자,42750000,직접,0,중소기업은행,KR10
2018-12-31,072670196,스틸라인,TPL201500062,개인사업자,90000000,직접,2,중소기업은행,KR10
2018-12-31,006514639,(주)신영,TOD201600350,법인사업자,400000000,직접,5,기타,KR11
2018-12-31,072437096,태평양미성대리점,TPL201400922,개인사업자,136000000,직접,1,국민은행,KR7
2018-12-31,074095601,조은기업,TQK201600390,개인사업자,180000000,직접,137,국민은행,KR8
2018-12-31,074256932,폼텍,TMJ201600632,개인사업자,72000000,직접,13,우리은행,KR7
2018-12-31,072803329,(주)금오,TLE201600329,법인사업자,450000000,직접,8,국민은행,KR13
2018-12-31,074768491,(주)해마수산,THI201700311,법인사업자,65450000,직접,1,국민은행,KR8
2018-12-31,062498605,해주수산,TMK201300170,개인사업자,24000000,직접,1,국민은행,KR11
2018-12-31,071656522,Q뮤직,THU201400058,개인사업자,26520000,직접,0,중소기업은행,KR10
2018-12-31,022372512,(주)피델리티해운항공,TIG201300108,법인사업자,20000000,직접,7,국민은행,KR15
2018-12-31,070528554,(유한)전라약품,TNC201700479,법인사업자,90000000,직접,16,전북은행,KR7
2018-12-31,074734056,(주)유빅스코리아(Ubix Korea),TAT201700132,법인사업자,300000000,직접,5,중소기업은행,KR11
2018-12-31,010975688,개별화물,TMF200901083,개인사업자,15120000,직접,1,국민은행,KR10
2018-12-31,005607945,테라ENG,THO201700458,개인사업자,75700000,직접,14,국민은행,KR5
2018-12-31,073478999,이수창호,TPL201600032,개인사업자,90000000,직접,3,대구은행,KR12
2018-12-31,063218758,부경퍼니스텍,TIH201500349,개인사업자,17000000,직접,0,중소기업은행,KR7
2018-12-31,022189763,우성산업,THO201601432,개인사업자,66300000,직접,4,중소기업은행,KR9
2018-12-31,036403998,(주)케이에이테크,TQJ201100215,법인사업자,97750000,직접,3,경남은행,KR7
2018-12-31,071605117,(주)아하엠앤티,TSA201400451,법인사업자,63000000,직접,0,우리은행,KR7
2018-12-31,072199046,(주)에이앤티,THN201700168,법인사업자,114750000,직접,10,중소기업은행,KR9
2018-12-31,068742753,신광의료기산업(주),TIZ201600341,법인사업자,160000000,직접,11,국민은행,KR6
2018-12-31,067212925,신평주유소,TMF201000859,개인사업자,234240000,직접,2,KEB하나은행,KR4
2018-12-31,066886828,(주)유한로지스,TOI201600389,법인사업자,48195000,직접,0,농업협동조합,KR10
2018-12-31,005524264,금강에프에이,TAW201301432,개인사업자,61200000,직접,7,중소기업은행,KR6
2018-12-31,069188196,명성,TBK201200266,개인사업자,50000000,직접,1,중소기업은행,KR10
2018-12-31,075360050,다올테크,JHA201800023,개인사업자,175000000,직접,2,중소기업은행,KR13
2018-12-31,068000657,우리중기매매상사,TOF201100567,개인사업자,42500000,직접,3,농업협동조합,KR11
2018-12-31,039906997,(주)디지털비젼,TAV201601016,법인사업자,196800000,직접,13,중소기업은행,KR6
2018-12-31,061631968,미주병원,TPA200900291,개인사업자,255000000,직접,58,대구은행,KR10
2018-12-31,069593859,(주)멀티미디어링크,THA201800527,법인사업자,80000000,직접,8,국민은행,KR6
2018-12-31,034640973,(주)금바다여행사,TQL201500387,법인사업자,47500000,직접,5,부산은행,KR9
2018-12-31,075808787,(주)바람여행,TOB201800019,법인사업자,50000000,직접,2,중소기업은행,KR13
2018-12-31,065122839,(주)삼화테크,TPL201600960,법인사업자,448695000,직접,135,대구은행,KR4
2018-12-31,061671711,(주)에이치디케미칼,TBI201700209,법인사업자,108000000,직접,7,KEB하나은행,KR7
2018-12-31,045385418,포커스정밀,THT201500348,개인사업자,17600000,직접,5,중소기업은행,KR10
2018-12-31,076028142,종합생수유통,TPN201800156,개인사업자,45000000,직접,0,국민은행,KR9
2018-12-31,062564283,하나테크,TCE201700104,개인사업자,19200000,직접,4,중소기업은행,KR5
