연도,고객번호,기업체명,원장번호,개인법인사업자구분명,보증잔액,직위재구분
2018-12-31,066827920,팔공,SYU201153586,개인사업자,306000000,직접
2018-12-31,012801629,성민,FEU201252217,법인사업자,127500000,직접
2018-12-31,027920516,태영,BKY201049472,법인사업자,45900000,직접
2018-12-31,046782199,기아,MBG201112779,개인사업자,132300000,직접
2018-12-31,017939342,삼진,VRE200689086,법인사업자,270000000,직접
2018-12-31,010032128,동광,DHC201403275,개인사업자,25500000,직접
2018-12-31,071739686,미소,PHT200440945,개인사업자,24000000,직접
2018-12-31,065504151,(주)효와,FDK201753445,법인사업자,300000000,직접
2018-12-31,053582964,와이,ZXF200646818,법인사업자,85000000,직접
2018-12-31,024646688,신현,KXX201427813,개인사업자,14400000,직접
2018-12-31,036996397,재원,LLE201684533,법인사업자,280000000,직접
2018-12-31,027927797,에이,KOY201607845,개인사업자,121500000,직접
2018-12-31,049843476,(주)위스,IJD201010489,법인사업자,850000000,직접
2018-12-31,087438194,(주)동서,QQS201868535,법인사업자,113171500,직접
2018-12-31,059716927,인디,ICW200381940,개인사업자,54000000,직접
2018-12-31,033324815,씨앤,DZF201926939,개인사업자,38250000,직접
2018-12-31,051220850,코린,LYF200402355,개인사업자,72000000,위탁
2018-12-31,048008785,(주)에프,TEW201260450,법인사업자,1188000000,직접
2018-12-31,030478958,한경,KHM201311654,개인사업자,90000000,직접
2018-12-31,035803155,금당,WOH200359411,개인사업자,207000000,직접
2018-12-31,066809495,퀸,JPK200965170,개인사업자,9100000,직접
2018-12-31,023313070,(주)디자,LPJ201219493,법인사업자,300000000,직접
2018-12-31,021638526,이앤,WKW201586779,개인사업자,8000000,직접
2018-12-31,071062604,금성,XQX201695567,개인사업자,20000000,직접
2018-12-31,057142371,명동,LJU202234848,개인사업자,66400000,위탁
2018-12-31,048856657,성신,KOM202295525,개인사업자,460800000,직접
2018-12-31,028619214,삼익,FOX201981444,개인사업자,12000000,직접
2018-12-31,017616009,(주)성원,HCQ202128503,법인사업자,34695000,직접
2018-12-31,085819499,이화,GDZ201914590,법인사업자,156060000,직접
2018-12-31,061306479,웜썬,OGO201754666,개인사업자,72000000,직접
2018-12-31,075085938,바른,YPG201481098,개인사업자,100000000,직접
2018-12-31,016032265,삼흥,DID200528288,개인사업자,180000000,직접
2018-12-31,018797335,신세,MTZ201581779,법인사업자,69181470,직접
2018-12-31,021683443,(주)피플,VGK200828025,법인사업자,154700000,직접
2018-12-31,012300233,(주)노성,IKZ200174045,법인사업자,304000000,직접
2018-12-31,015601792,(주)승일,DYY201672331,법인사업자,206550000,직접
2018-12-31,071485918,행운,BKI201790212,개인사업자,14250000,직접
2018-12-31,072904226,굿모,BYS200437344,개인사업자,85000000,직접
2018-12-31,063658095,영남,DVP201042320,개인사업자,68000000,직접
2018-12-31,029243924,(주)티오,DEU201069000,법인사업자,100000000,직접
2018-12-31,061857888,(주)에스,VQG200272260,법인사업자,18400000,직접
2018-12-31,029145999,우리,LMY201952682,개인사업자,10800000,직접
2018-12-31,049393433,(주)다우,GUZ200890275,법인사업자,12000000,직접
2018-12-31,068786276,허브,KWQ201771713,개인사업자,6300000000,직접
2018-12-31,014869913,목화,ZVW201371664,개인사업자,49470000,직접
2018-12-31,032758987,국제,NFI200629158,개인사업자,5100000,직접
2018-12-31,028706429,삼성,GJB200299807,법인사업자,45000000,직접
2018-12-31,058452515,(주)이롬,JNX200791402,법인사업자,51000000,직접
2018-12-31,036844740,(주)토바,QLK201991361,법인사업자,171000000,직접
2018-12-31,019015704,(주)제이,CXZ201067096,법인사업자,270000000,직접
2018-12-31,036288440,농업,DMQ201706477,법인사업자,200000000,직접
2018-12-31,062871192,(주)트렌,TOY200840820,법인사업자,129600000,직접
2018-12-31,035079685,미쉐,KDR200814614,개인사업자,93500000,직접
2018-12-31,047301642,(주)나노,XDD202116321,법인사업자,255000000,직접
2018-12-31,047207673,열락,EXI200145619,개인사업자,19000000,직접
2018-12-31,051790478,(주)진성,TUW201138913,법인사업자,90000000,직접
2018-12-31,049242390,신이,CNH200244277,개인사업자,200000000,직접
2018-12-31,082223684,성민,SUK201067096,개인사업자,80000000,직접
2018-12-31,077994677,은혜,GME200934753,개인사업자,45000000,직접
2018-12-31,037696385,(주)이사,YLM201975594,법인사업자,200000000,직접
2018-12-31,057486813,경인,WEZ201470470,개인사업자,180000000,직접
2018-12-31,057926754,솔나,VVJ201054313,개인사업자,27000000,직접
2018-12-31,036670184,(주)주영,IPG200501468,법인사업자,81000000,직접
2018-12-31,061714517,경북,YTM201406011,개인사업자,81000000,직접
2018-12-31,054255744,(주)이랑,NEW200887449,법인사업자,30600000,직접
2018-12-31,026124217,(주)썬앤,WFP202029405,법인사업자,382500000,직접
2018-12-31,052298870,가원,CDV200774693,개인사업자,133200000,직접
2018-12-31,084476799,(주)모던,BRH200831855,법인사업자,144000000,직접
2018-12-31,082693458,(주)한탑,LMW201627043,법인사업자,425000000,직접
2018-12-31,018629572,(주)스프,QWC200329939,법인사업자,600000000,직접
2018-12-31,045449486,(주)토퍼,ECQ202079989,법인사업자,53600000,직접
2018-12-31,040039960,대윤,NWZ201854978,개인사업자,74375000,직접
2018-12-31,037596970,(주)오휘,FGX201325276,법인사업자,48000000,직접
2018-12-31,065271064,풍년,ZQY201513440,개인사업자,45000000,직접
2018-12-31,060903428,비투,SHN201107495,개인사업자,38250000,직접
2018-12-31,025766937,(주)이너,DSO200545792,법인사업자,300000000,직접
2018-12-31,011923826,(유한)11,ZHF202254519,법인사업자,285000000,직접
2018-12-31,083749336,태영,GOU200413826,개인사업자,42500000,직접
2018-12-31,035557037,(주)신영,QIE200966175,법인사업자,405000000,직접
2018-12-31,020111670,(주)마이,QPM202024337,법인사업자,300000000,직접
2018-12-31,077641394,태유,YLJ201885482,개인사업자,255000000,직접
2018-12-31,011108878,LP,RXV200211558,개인사업자,256500000,직접
2018-12-31,040062271,겔러,MRH200906874,개인사업자,11050000,직접
2018-12-31,012477232,헬로,GTY202219988,법인사업자,450000000,직접
2018-12-31,085490168,얀마,NZM201467584,개인사업자,170000000,직접
2018-12-31,023601023,제이,NNY200741083,개인사업자,64800000,직접
2018-12-31,017700834,태산,FDS201815022,개인사업자,96000000,직접
2018-12-31,077900380,상주,TGM200406785,법인사업자,79560000,직접
2018-12-31,081462543,데코,PJE202037994,개인사업자,45000000,직접
2018-12-31,050466428,순천,IWE200588774,개인사업자,5600000,직접
2018-12-31,051773863,도솔,CCT201117194,개인사업자,31360000,직접
2018-12-31,035092823,쌍용,JQO201225882,법인사업자,1044000000,직접
2018-12-31,048718801,타코,KTT200505188,개인사업자,297000000,직접
2018-12-31,056214685,(주)신성,NYP201822256,법인사업자,69700000,직접
2018-12-31,064601184,(주)가치,CPF201450739,법인사업자,76500000,직접
2018-12-31,076360135,현대,GBB200316139,개인사업자,22400000,직접
2018-12-31,050113327,명품,ZUR200623385,개인사업자,17850000,직접
2018-12-31,056110413,한진,SLG200986461,개인사업자,17840000,직접
2018-12-31,072219284,조광,LXG201593732,개인사업자,24800000,직접
2018-12-31,021639084,(주)북성,CTN200691065,법인사업자,312187500,직접
2018-12-31,057490133,한배,YNI200465034,개인사업자,60000000,직접
2018-12-31,013486468,(주)비콘,KBQ202070429,법인사업자,246500000,직접
2018-12-31,025771364,해양,WGO201179079,개인사업자,176220000,직접
2018-12-31,048813558,(주)우진,CDU201763998,법인사업자,270000000,직접
2018-12-31,013386466,고려,ZRW202177218,법인사업자,464000000,직접
2018-12-31,015341827,(주)피유,MOE201708676,법인사업자,285000000,직접
2018-12-31,033812255,(주)한랩,CSZ202003056,법인사업자,171000000,직접
2018-12-31,046144526,우주,WCG202003545,법인사업자,100000000,직접
2018-12-31,029170238,육성,TOQ200012020,개인사업자,80000000,직접
2018-12-31,075252533,(주)완수,WRH200719748,법인사업자,96000000,직접
2018-12-31,047001648,(주)디앤,RBR200667984,법인사업자,221000000,직접
2018-12-31,083386692,도원,OCM200079309,개인사업자,50000000,직접
2018-12-31,081055587,안산,DQW200805789,개인사업자,360000000,직접
2018-12-31,072180663,(주)케이,ORH201452651,법인사업자,300000000,직접
2018-12-31,068084735,프로,KDD200260829,개인사업자,85000000,직접
2018-12-31,060352831,(주)맥스,EQC201165354,법인사업자,172800000,직접
2018-12-31,011148507,창성,ZYO200448090,법인사업자,342000000,직접
2018-12-31,063261383,(주)태영,LTT200412584,법인사업자,72250000,직접
2018-12-31,026628830,행인,PXH202127245,개인사업자,68000000,직접
2018-12-31,085301645,(주)엠더,UYS202101308,법인사업자,110691900,직접
2018-12-31,085118005,동일,VNM200056534,개인사업자,6545000,직접
2018-12-31,058603827,쌍용,RVB202220025,법인사업자,144000000,직접
2018-12-31,038891450,동백,ZWZ200848816,개인사업자,22950000,직접
2018-12-31,050095835,부영,LGD201310959,법인사업자,180000000,직접
2018-12-31,078935139,소잉,JCF200378173,개인사업자,18430000,직접
2018-12-31,012459668,조양,WIU200969817,개인사업자,45000000,직접
2018-12-31,089941768,지오,DQP200636829,개인사업자,76500000,직접
2018-12-31,079966843,김성,RRS200526772,개인사업자,100000000,직접
2018-12-31,062323649,광진,GDM202069968,법인사업자,85000000,직접
2018-12-31,075555427,성서,TRH201808960,개인사업자,22500000,직접
2018-12-31,053587194,(주)아성,TXM200614305,법인사업자,200000000,직접
2018-12-31,054586361,씨엔,HCW200658356,개인사업자,216000000,직접
2018-12-31,028938762,(주)한서,RGX202142720,법인사업자,261000000,직접
2018-12-31,015470135,순천,GXV200293970,법인사업자,50000000,직접
2018-12-31,015331580,제이,UOM200516057,개인사업자,32300000,직접
2018-12-31,035668778,(주)세진,UQS201447482,법인사업자,28000000,직접
2018-12-31,061085559,(주)공감,GLP201868240,법인사업자,114400000,직접
2018-12-31,086654912,(주)창조,FGF201064381,법인사업자,450000000,직접
2018-12-31,033819811,코스,OMC200893866,개인사업자,168000000,직접
2018-12-31,075339154,(주)영신,TXV201768800,법인사업자,162000000,직접
2018-12-31,067353547,지금,GXK201258407,법인사업자,388800000,직접
2018-12-31,069826048,김정,NKD201487097,개인사업자,90000000,직접
2018-12-31,060786946,더뷰,VVI201088634,개인사업자,35700000,직접
2018-12-31,053402821,(주)승산,OVL200983505,법인사업자,680000000,직접
2018-12-31,035667296,제이,ZHR202035718,법인사업자,301750000,직접
2018-12-31,087657300,제일,MMD200339301,개인사업자,42500000,직접
2018-12-31,085878122,(주)동성,TCZ202182275,법인사업자,10800000,직접
2018-12-31,023269308,(주)에이,WTQ201005142,법인사업자,80000000,직접
2018-12-31,083050438,(주)주온,KBJ202294098,법인사업자,300000000,직접
2018-12-31,047426482,(주)우리,MHS200012566,법인사업자,252000000,직접
2018-12-31,086050905,(주)엠더,QOE201988710,법인사업자,520000000,직접
2018-12-31,029052222,(주)해림,HOR200060275,법인사업자,243200000,직접
2018-12-31,037506514,(주)새론,NVQ201364273,법인사업자,11050000,직접
2018-12-31,084367951,두영,MCH200596871,개인사업자,45000000,직접
2018-12-31,087735023,시온,MXM202243806,개인사업자,24083338,직접
2018-12-31,038444082,(주)나나,UWZ201325492,법인사업자,95000000,직접
2018-12-31,030557716,리싸,MPF200011069,개인사업자,10000000,직접
2018-12-31,068873826,네오,SGJ201678050,개인사업자,10500000,수탁(청년재단)
2018-12-31,033806772,(주)제우,NGG201889414,법인사업자,74700000,직접
2018-12-31,022953562,(주)대찬,QZE201890592,법인사업자,470250000,직접
2018-12-31,026629535,(주)케이,OKH200618639,법인사업자,90000000,직접
2018-12-31,025315226,디아,JTF201828468,개인사업자,40500000,직접
2018-12-31,062272594,추곡,FLY201580748,개인사업자,238000000,직접
2018-12-31,069021476,해주,JNQ201232700,개인사업자,38250000,직접
2018-12-31,041716876,대복,XJU200107305,개인사업자,39950000,직접
2018-12-31,014818878,제우,FWF201816905,개인사업자,180000000,직접
2018-12-31,022534645,독산,ODW200518628,개인사업자,24300000,위탁
2018-12-31,064704265,(주)제이,SWW200965643,법인사업자,32400000,직접
2018-12-31,016767691,성지,ISO200418549,법인사업자,90000000,직접
2018-12-31,037632491,차용,BWD200260147,개인사업자,100000000,직접
2018-12-31,062195685,솔라,DGE201973777,법인사업자,80000000,직접
2018-12-31,065297181,(주)청암,FTS200267377,법인사업자,40000000,직접
2018-12-31,089176172,T-,PCH201502594,개인사업자,30000000,직접
2018-12-31,029366705,이피,PYT200253759,법인사업자,108000000,직접
2018-12-31,080540371,엔할,MMC201490967,개인사업자,45000000,직접
2018-12-31,046881405,(주)대경,BSG200769553,법인사업자,25500000,직접
2018-12-31,011251784,(주)낭만,TCK201842798,법인사업자,100000000,직접
2018-12-31,069465316,대승,PUC200152433,개인사업자,35071875,직접
2018-12-31,021238688,에스,HEM201204854,개인사업자,114750000,직접
2018-12-31,055778450,(주)산들,XXK202242859,법인사업자,100000000,위탁
2018-12-31,070038478,(주)이에,GFW200659943,법인사업자,29750000,직접
2018-12-31,033345431,산성,WRM200760804,개인사업자,19000000,직접
2018-12-31,021339157,(주)앤스,YPT200766876,법인사업자,300000000,직접
2018-12-31,046493709,샘온,VII201098590,법인사업자,144000000,직접
2018-12-31,013194618,신성,HOF200456065,법인사업자,34000000,직접
2018-12-31,075648270,기흥,EEL200809750,개인사업자,187000000,직접
2018-12-31,030807226,(주)태승,FNF201067005,법인사업자,101250000,직접
2018-12-31,028644659,(주)대영,GKS201366040,법인사업자,104000000,직접
2018-12-31,027393517,우창,BII202290583,개인사업자,11050000,직접
2018-12-31,050666673,동하,BEW201252311,개인사업자,45000000,직접
2018-12-31,042661959,재건,HXH200317704,개인사업자,124100000,직접
2018-12-31,089450685,(주)케이,DVV201627525,법인사업자,800000000,직접
2018-12-31,079716779,(주)대한,WRL200239396,법인사업자,68850000,직접
2018-12-31,060159186,(주)네오,FIY201392645,법인사업자,272000000,직접
2018-12-31,017875105,비성,HXD201946147,법인사업자,63000000,직접
2018-12-31,061437924,(주)산수,CDS200503625,법인사업자,595000000,직접
2018-12-31,077048245,동진,GDO201072652,개인사업자,4165000,직접
2018-12-31,037569484,드림,DMP201453675,개인사업자,150000000,직접
2018-12-31,049205174,(유한)쏠미,SHW200941232,법인사업자,311850000,직접
2018-12-31,081614152,(주)진영,JKZ200998003,법인사업자,170000000,직접
2018-12-31,017967236,(주)상도,GTE200321791,법인사업자,230000000,직접
2018-12-31,067301027,(주)이우,DCB200584371,법인사업자,90000000,직접
2018-12-31,085942816,문경,BXJ201227893,법인사업자,935100000,직접
2018-12-31,060574246,대양,EGC200291832,개인사업자,72000000,직접
2018-12-31,075467210,서진,FTQ200760322,개인사업자,9000000,직접
2018-12-31,027178593,신화,OTL200278793,법인사업자,199750000,직접
2018-12-31,068627373,(주)리베,FXZ201719317,법인사업자,160000000,직접
2018-12-31,032947604,(주)에이,JPE201808225,법인사업자,127500000,직접
2018-12-31,080009661,(주)천수,QJF201542300,법인사업자,162000000,직접
2018-12-31,048159480,주혁,TEM201846380,개인사업자,270000000,직접
2018-12-31,057762828,에코,WXC201674734,개인사업자,24000000,직접
2018-12-31,066974058,혁신,GXX200953484,개인사업자,270000000,직접
2018-12-31,024733437,(주)두올,PVR200320026,법인사업자,216000000,직접
2018-12-31,026051883,(주)대명,OKG200323623,법인사업자,64000000,직접
2018-12-31,066618860,영우,EQR200820297,개인사업자,200000000,직접
2018-12-31,040328271,(주)세잎,MEN200897181,법인사업자,51000000,직접
2018-12-31,059884702,(주)성광,EMW200074949,법인사업자,198000000,직접
2018-12-31,022217996,(주)백년,KYI200226949,법인사업자,144500000,직접
2018-12-31,071625527,농업,QDP200986076,법인사업자,450000000,직접
2018-12-31,027588581,한샘,FLN201924916,개인사업자,72000000,직접
2018-12-31,080021434,그린,SSG201458402,법인사업자,270000000,직접
2018-12-31,033878110,태인,JTH200255846,개인사업자,11200000,직접
2018-12-31,048525012,태웅,MKU201563732,개인사업자,40500000,직접
2018-12-31,058640118,에스,UEQ201746850,법인사업자,90000000,직접
2018-12-31,034339173,동래,OCR201568683,개인사업자,18700000,직접
2018-12-31,041749484,(주)한성,DKV201129761,법인사업자,40000000,위탁
2018-12-31,021255660,건양,KPY200710630,법인사업자,20000000,직접
2018-12-31,065699890,성진,NYN201581125,개인사업자,4250000,직접
2018-12-31,069339236,(주)피스,GFP201321365,법인사업자,238000000,직접
2018-12-31,046589107,화성,ZUB200410680,법인사업자,50000000,직접
2018-12-31,068804796,가라,DNZ200693968,법인사업자,300000000,직접
2018-12-31,043048936,예성,ELJ200444962,개인사업자,270000000,직접
2018-12-31,084117673,엘림,KLR201180466,개인사업자,34200000,직접
2018-12-31,056999773,에스,XYD201700593,법인사업자,640000000,직접
2018-12-31,080800413,현우,JHY200538309,개인사업자,25500000,직접
2018-12-31,011866757,수창,KDB202024543,개인사업자,51000000,직접
2018-12-31,079216411,(주)영일,LIR201117227,법인사업자,90000000,직접
2018-12-31,043905481,위드,HHM201346081,개인사업자,65025000,직접
2018-12-31,073778794,데블,KDR200821589,법인사업자,50000000,직접
2018-12-31,043146692,일신,XFI202145964,개인사업자,38250000,직접
2018-12-31,042394162,성진,SLD200556893,개인사업자,250000000,직접
2018-12-31,015771550,가가,NPK202295095,개인사업자,25500000,직접
2018-12-31,057755456,네일,BHI202128175,개인사업자,92000000,직접
2018-12-31,042229232,트럭,HYJ201650225,개인사업자,23200000,직접
2018-12-31,084339917,영주,CTV200081854,개인사업자,255000000,직접
2018-12-31,088253825,이노,VMC200508183,개인사업자,27000000,직접
2018-12-31,036705829,마스,URK200461859,법인사업자,480000000,직접
2018-12-31,015686789,(주)캐시,GIV201377829,법인사업자,100000000,직접
2018-12-31,076064569,T&,BUS201981721,개인사업자,66500000,직접
2018-12-31,040105851,(주)장수,RON202246896,법인사업자,360000000,직접
2018-12-31,084745813,달빛,VFV201864541,개인사업자,360000000,직접
2018-12-31,076644726,상호,XTM201782454,법인사업자,30600000,직접
2018-12-31,034687114,줄포,EGL200291154,개인사업자,72000000,직접
2018-12-31,025585836,보성,LHR201721190,개인사업자,90000000,직접
2018-12-31,076290175,김제,QNL200441818,개인사업자,102000000,직접
2018-12-31,039366955,(주)제이,CMQ201125345,법인사업자,180000000,직접
2018-12-31,026885278,원풍,BVH201059399,법인사업자,136800000,직접
2018-12-31,066679802,이지,NEO201489901,개인사업자,180000000,직접
2018-12-31,023408710,(주)디자,RMM202122170,법인사업자,47500000,직접
2018-12-31,043850459,(주)신화,DVI201174578,법인사업자,300000000,직접
2018-12-31,048800799,중원,YRT201379604,개인사업자,90000000,직접
2018-12-31,010813445,마창,IVO201496208,개인사업자,41600000,직접
2018-12-31,057053210,(유한)태림,CTK201307484,법인사업자,20000000,직접
2018-12-31,049529079,국영,HKJ201471464,개인사업자,255000000,직접
2018-12-31,060409330,(주)원진,RVQ201092952,법인사업자,900000000,직접
2018-12-31,086931468,신라,UVM201693663,개인사업자,24225000,직접
2018-12-31,072913915,농업,UOG201736181,법인사업자,119000000,직접
2018-12-31,027979158,(주)어반,KQV201183249,법인사업자,76500000,직접
2018-12-31,018959652,새부,KLN201304126,개인사업자,85000000,직접
2018-12-31,043835928,한길,SMT200483761,개인사업자,125460000,직접
2018-12-31,020829920,다본,KHI201698276,법인사업자,42500000,직접
2018-12-31,040695193,(주)비전,DFW200306700,법인사업자,38475000,직접
2018-12-31,041081968,북단,COU200054157,개인사업자,448000000,직접
2018-12-31,036049049,(주)호이,JFS201941602,법인사업자,85000000,직접
2018-12-31,057367187,동우,EJE202289167,개인사업자,16200000,직접
2018-12-31,023416644,(주)커버,PDK201906775,법인사업자,297000000,직접
2018-12-31,040409812,(주)다윈,UFQ200661027,법인사업자,74250000,직접
2018-12-31,029661177,우리,TBE200736777,개인사업자,45000000,직접
2018-12-31,025447000,(주)작은,NDP201979036,법인사업자,160000000,직접
2018-12-31,054241145,(주)세종,QDT200607276,법인사업자,99328000,직접
2018-12-31,012320809,상주,MKT200736753,개인사업자,68400000,직접
2018-12-31,082481151,(유한)도편,JMT201482725,법인사업자,49500000,직접
2018-12-31,061882078,순천,MRL202052752,법인사업자,100000000,직접
2018-12-31,050910322,(주)천마,PHJ201793148,법인사업자,96390000,직접
2018-12-31,012037485,대단,HGO200513537,개인사업자,100000000,직접
2018-12-31,049007382,연합,NGI200510532,개인사업자,12800000,직접
2018-12-31,010829154,(주)트라,WOS202271806,법인사업자,40000000,직접
2018-12-31,042951699,(주)아현,MHV200948956,법인사업자,364000000,직접
2018-12-31,036770329,(주)팡세,VNU200333859,법인사업자,500000000,직접
2018-12-31,041842695,(주)지오,FSX201982835,법인사업자,135000000,직접
2018-12-31,028405226,(주)동양,HDH200316565,법인사업자,40000000,직접
2018-12-31,066753917,(주)소방,ZIF202190931,법인사업자,300000000,직접
2018-12-31,064275700,대성,RKO201924717,개인사업자,68000000,직접
2018-12-31,069437036,건축,WTV200989778,개인사업자,24000000,직접
2018-12-31,032840829,제일,CXP200955951,개인사업자,270000000,직접
2018-12-31,020770642,예스,UEM200021822,개인사업자,382500000,직접
2018-12-31,040840754,세원,YIB200850753,법인사업자,225000000,직접
2018-12-31,062467844,(주)덕산,CTG201672671,법인사업자,10500044,직접
2018-12-31,089322069,(주)조광,JFJ200740983,법인사업자,90000000,직접
2018-12-31,030019396,PD,WQG200118659,개인사업자,27000000,직접
2018-12-31,057590850,화룡,JJL201995430,개인사업자,152000000,직접
2018-12-31,040043481,대진,VNS202204880,개인사업자,60000000,위탁
2018-12-31,064301272,원일,QJY201539476,개인사업자,225250000,직접
2018-12-31,068359048,(주)제이,TKV200007209,법인사업자,162000000,직접
2018-12-31,058568440,메가,FPO201139640,개인사업자,180000000,직접
2018-12-31,085873265,창성,ZBN200051496,개인사업자,349000000,직접
2018-12-31,037377168,영린,UBI201497316,법인사업자,267300000,직접
2018-12-31,043712917,르노,FFV201520363,개인사업자,24000000,직접
2018-12-31,071419846,대진,LGP202153254,개인사업자,120000000,직접
2018-12-31,026364217,(기타)사회,OLT201038027,법인사업자,540000000,직접
2018-12-31,048053703,백운,HTC201604630,법인사업자,121125000,직접
2018-12-31,031804006,(주)여의,XJF200131574,법인사업자,100000000,직접
2018-12-31,055592682,(주)금진,GGD202092070,법인사업자,16000000,직접
2018-12-31,016495654,피제,EEO200589644,개인사업자,33250000,직접
2018-12-31,057644759,유영,CFP200429779,개인사업자,40000000,위탁
2018-12-31,080006603,호남,QHX200517095,법인사업자,352000000,직접
2018-12-31,070130658,금아,YOW200126092,개인사업자,69600000,직접
2018-12-31,012601847,(주)한길,QXH200008812,법인사업자,810000000,직접
2018-12-31,045228500,화진,KUQ201374052,개인사업자,40500000,직접
2018-12-31,024439827,스마,CYH200297871,개인사업자,100000000,직접
2018-12-31,057364148,(주)정금,MWM201548783,법인사업자,120545300,직접
2018-12-31,010511677,진흥,EYO200170004,개인사업자,20757000,직접
2018-12-31,064416414,(주)국제,RKP201478303,법인사업자,90000000,직접
2018-12-31,040378286,펫맘,MVC202185527,개인사업자,70000000,직접
2018-12-31,046577267,(주)스마,FCL201971039,법인사업자,100000000,직접
2018-12-31,062289159,한성,YMR202110744,법인사업자,36000000,직접
2018-12-31,022935775,(주)에코,TBI201241438,법인사업자,96000000,직접
2018-12-31,010803709,월드,XGS200264311,개인사업자,10000000,직접
2018-12-31,078733297,(주)더원,FCV200268683,법인사업자,252000000,직접
2018-12-31,041460678,광포,DQB201654310,개인사업자,46440000,직접
2018-12-31,072474591,성광,JMP201796801,법인사업자,90000000,직접
2018-12-31,066884172,한결,JCQ201445495,개인사업자,8500000,직접
2018-12-31,046795343,(주)제세,WFC200302358,법인사업자,150000000,직접
2018-12-31,011064455,(주)엠엔,WVS201620168,법인사업자,26775000,직접
2018-12-31,014801369,성공,ZEI201499819,개인사업자,21000000,직접
2018-12-31,054608943,팀플,BQQ201712748,법인사업자,10000000,직접
2018-12-31,089862742,(주)씨엔,LKH201449913,법인사업자,382500000,직접
2018-12-31,088431118,이강,FOC200797529,개인사업자,277500000,직접
2018-12-31,023242428,서울,SFE202171690,개인사업자,128000000,직접
2018-12-31,019755896,(주)티바,WHR202288047,법인사업자,59400000,직접
2018-12-31,064409891,신성,RYP201887737,개인사업자,297500000,직접
2018-12-31,075857054,모두,SBX201030906,법인사업자,100000000,직접
2018-12-31,037941653,한국,RGP200130206,개인사업자,61200000,직접
2018-12-31,032719826,두산,JKV200035014,법인사업자,144000000,직접
2018-12-31,014413522,대광,MBP200520319,개인사업자,42500000,직접
2018-12-31,047267445,동양,QXW202281823,법인사업자,76800000,직접
2018-12-31,089561229,금창,SYZ202109144,개인사업자,60800000,직접
2018-12-31,016360633,삼광,DVP200253755,개인사업자,100000000,직접
2018-12-31,071295838,우리,KWF201925708,개인사업자,108000000,직접
2018-12-31,018048218,이지,YPM200871548,개인사업자,180000000,직접
2018-12-31,047015191,더바,ZCR202078181,개인사업자,300000000,직접
2018-12-31,067306950,신흥,PCL201661463,개인사업자,76500000,직접
2018-12-31,032667241,유정,JSD201234077,법인사업자,85000000,직접
2018-12-31,033556117,동신,PLK202217195,법인사업자,330000000,직접
2018-12-31,038497669,우창,FIM200745767,개인사업자,12000000,직접
2018-12-31,061531621,초락,UOM201841340,개인사업자,15000000,직접
2018-12-31,067115543,(주)에이,SCE200669108,법인사업자,500000000,직접
2018-12-31,060047391,(주)텍스,LCP202006521,법인사업자,115200000,직접
2018-12-31,046442949,성원,WLG201198629,개인사업자,28900000,직접
2018-12-31,088539716,엔터,VRM201041994,개인사업자,50000000,수탁(청년재단)
2018-12-31,073545283,거제,ZOB202051245,개인사업자,190000000,직접
2018-12-31,056714681,(주)가람,JCS201074133,법인사업자,87300000,직접
2018-12-31,035001547,케이,PYR201371856,법인사업자,777600000,직접
2018-12-31,045013000,고려,FZM200166837,개인사업자,144500000,직접
2018-12-31,051004333,해인,WDY201792316,개인사업자,22950000,직접
2018-12-31,085906722,엠에,IZD201936302,개인사업자,255000000,직접
2018-12-31,069276680,남부,TWR202132669,개인사업자,26000000,직접
2018-12-31,039114261,(주)에이,DZZ202217626,법인사업자,203520000,직접
2018-12-31,045958221,정정,BYX200969119,개인사업자,76500000,직접
2018-12-31,045770484,LP,LXC201283358,개인사업자,99000000,직접
2018-12-31,082140072,일성,VNX201371373,법인사업자,239400000,직접
2018-12-31,037007677,청광,KOC200119361,개인사업자,85000000,직접
2018-12-31,084269035,이엔,BMG202083035,개인사업자,40000000,직접
2018-12-31,034205727,(주)금강,GNQ201451042,법인사업자,300000000,직접
2018-12-31,021007117,농업,FFO201151636,법인사업자,50000000,직접
2018-12-31,076351374,태평,VOL200571506,개인사업자,212500000,직접
2018-12-31,025178470,매일,DUU200019176,개인사업자,10000000,직접
2018-12-31,052846393,(주)우리,GUR200960343,법인사업자,340000000,직접
2018-12-31,039541931,(주)오케,JKV200447974,법인사업자,108000000,직접
2018-12-31,046188308,FL,UVL200067159,개인사업자,50000000,위탁
2018-12-31,085482947,(주)대용,JEB201523263,법인사업자,404010000,직접
2018-12-31,020180107,종합,FWC201786910,개인사업자,85000000,직접
2018-12-31,017404284,e가,SRY200495748,개인사업자,170000000,직접
2018-12-31,071265644,글라,HNV200924443,개인사업자,100000000,직접
2018-12-31,028044075,(주)금강,TRP201123623,법인사업자,720000000,직접
2018-12-31,029884386,정호,RPW202074777,개인사업자,21600000,직접
2018-12-31,052315115,(주)살림,FZX200246593,법인사업자,90000000,직접
2018-12-31,022163689,코아,KJJ200887823,개인사업자,13600000,직접
2018-12-31,037772769,(주)에스,DUJ200627383,법인사업자,285000000,직접
2018-12-31,024272676,(주)지에,CHS200497927,법인사업자,79920000,직접
2018-12-31,027852223,갑일,LGT200036493,개인사업자,17600000,직접
2018-12-31,054591319,G&,QVN201888985,개인사업자,9200000,직접
2018-12-31,087078397,D&,XRM200914631,개인사업자,34850000,직접
